source_date,source_page,page_number,title,venue,start_datetime,category_raw,event_url,weekday_num,weekday,weekend,category,listed_days,single_day_listing
2026-09-14,https://do215.com/events/2026/09/14,1,audiOhm Sound Bath,Studio 34,2026-09-14T22:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/audiohm-sound-bath-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Shearling and Brother Dragon,Ortlieb's,2026-09-14T23:00:00Z,music,https://do215.com/events/2026/9/14/shearling-and-brother-dragon-tickets,1,周一,Weekday,Live Music,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Karaoke with DJ Rachel Wild,Club 624,2026-09-14T23:00:00Z,dj-parties,https://do215.com/events/2026/9/14/karaoke-with-dj-rachel-wild-tickets,1,周一,Weekday,DJ Parties,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Bog Man,Plays and Players Skinner Studio,2026-09-14T23:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/bog-man-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,GINSBURG’S HOWL as read by James Dalton with the Ginsburg Beat Connection,The Rotunda,2026-09-14T23:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/ginsburg-s-howl-as-read-by-james-dalton-with-the-ginsburg-beat-connection-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,CHXRRY - The Ego Tour,The Foundry,2026-09-15T00:00:00Z,music,https://do215.com/events/2026/9/14/chxrry-the-ego-tour-tickets,1,周一,Weekday,Live Music,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,The Incel of the Basement,Queer House,2026-09-15T00:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/the-incel-of-the-basement-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Wellness Walks,The Farm at Awbury,2026-09-14T11:00:00Z,arts-culture,https://do215.com/events/2026/9/14/wellness-walks-tickets,1,周一,Weekday,Arts & Culture,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,We Walk Philly,Clark Park,2026-09-14T12:30:00Z,outdoors,https://do215.com/events/2026/9/14/we-walk-philly-tickets,1,周一,Weekday,Sports & Fitness,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Let Freedom Ring,Cherry Street Pier,2026-09-14T13:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/let-freedom-ring-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Military Mondays,Dave & Buster's,2026-09-14T15:00:00Z,food-drink,https://do215.com/events/2026/9/14/military-mondays-tickets,1,周一,Weekday,Food & Drink,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Military Mondays,Dave & Buster's - Philadelphia,2026-09-14T15:00:00Z,food-drink,https://do215.com/events/2026/9/14/military-mondays-tickets-klmeep1,1,周一,Weekday,Food & Drink,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Highlights of the Museum,Philadelphia Art Museum,2026-09-14T15:00:00Z,arts-culture,https://do215.com/events/2026/9/14/highlights-of-the-museum-tickets,1,周一,Weekday,Arts & Culture,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Mondays @ McCormick's,Senator McCormicks Philly Ofc.,2026-09-14T16:00:00Z,charity-activism,https://do215.com/events/2026/9/14/mondays-mccormick-s-dave-s-birthday-celebration-2000-market-you-re-old-enough-to-do-better-tickets,1,周一,Weekday,Charity & Activism,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14,1,Live From the Museum: Introducing the Six Signers,National Constitution Center,2026-09-14T16:00:00Z,arts-family,https://do215.com/events/2026/9/14/live-from-the-museum-introducing-the-six-signers-tickets,1,周一,Weekday,Family & Kids,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Mondays @ McCormick's Special Edition - Mamas,Senator McCormick's Philadelphia Office,2026-09-14T16:00:00Z,charity-activism,https://do215.com/events/2026/9/14/mondays-mccormick-s-special-edition-mamas-mccormicks-tickets,1,周一,Weekday,Charity & Activism,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Live From the Museum: Introducing the Six Signers,National Constitution Center,2026-09-14T18:00:00Z,arts-family,https://do215.com/events/2026/9/14/live-from-the-museum-introducing-the-six-signers-tickets-jaqnqkb,1,周一,Weekday,Family & Kids,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Highlights of the Museum,Philadelphia Art Museum,2026-09-14T19:00:00Z,arts-culture,https://do215.com/events/2026/9/14/highlights-of-the-museum-tickets-vbpnx9o,1,周一,Weekday,Arts & Culture,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Industry Night at Buttonwood Grill,Peddler's Village,2026-09-14T20:00:00Z,arts-family,https://do215.com/events/2026/9/14/industry-night-at-buttonwood-grill-tickets,1,周一,Weekday,Family & Kids,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Mexican Independence Day Bar Crawl | Philly's One And Only,1322 Chestnut St,2026-09-14T21:00:00Z,dj-parties,https://do215.com/events/2026/9/14/mexican-independence-day-bar-crawl-philly-s-one-and-only-tickets,1,周一,Weekday,DJ Parties,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,West/Southwest Rising Chapter Meeting,Kol Tzedek,2026-09-14T21:45:00Z,charity-activism,https://do215.com/events/2026/9/14/west-southwest-rising-community-meeting-tickets,1,周一,Weekday,Charity & Activism,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,West/Southwest Rising Annual Cookout,Malcolm X Park,2026-09-14T21:45:00Z,charity-activism,https://do215.com/events/2026/9/14/west-southwest-rising-annual-cookout-tickets,1,周一,Weekday,Charity & Activism,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,September Plant Swap at Manayunk Pop Up Garden,PHS Pop Up Garden at Manayunk,2026-09-14T22:00:00Z,outdoors,https://do215.com/events/2026/9/14/september-plant-swap-at-manayunk-pop-up-garden-tickets,1,周一,Weekday,Sports & Fitness,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Being Present with Art: Welcoming Change,The Barnes Foundation,2026-09-14T22:00:00Z,arts-culture,https://do215.com/events/2026/9/14/being-present-with-art-welcoming-change-tickets,1,周一,Weekday,Arts & Culture,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Cold Beer Reading,the Bottle Shop,2026-09-14T22:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/cold-beer-reading-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,The Performance Lounge,Prism Arts Philadelphia,2026-09-14T22:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/the-performance-lounge-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Lady Laughs Philly: Open Mic Night,Tattooed Moms,2026-09-14T22:00:00Z,trivia-open-mics-other,https://do215.com/events/2026/9/14/lady-laughs-philly-open-mic-night-tickets,1,周一,Weekday,"Trivia, Open Mics & Other",1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Dungeons & Drafts,Evil Genius,2026-09-14T22:00:00Z,food-drink,https://do215.com/events/2026/9/14/dungeons-drafts-tickets,1,周一,Weekday,Food & Drink,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Philadelphia September Vinofile VIP+ Pick-Up Party,City Winery,2026-09-14T22:00:00Z,music,https://do215.com/events/2026/9/14/philadelphia-september-vinofile-vip-pick-up-party-tickets,1,周一,Weekday,Live Music,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Yoga,The People’s Gallery,2026-09-14T22:00:00Z,arts-culture,https://do215.com/events/2026/9/14/yoga-tickets,1,周一,Weekday,Arts & Culture,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,After a Night Out,Clubfriends Radio & Records,2026-09-14T22:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/after-a-night-out-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Three Holes Goes to Hollywood,Deep End Studios,2026-09-14T22:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/three-holes-goes-to-hollywood-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Volta,SideQuest Theater,2026-09-14T22:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/volta-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,"Owen Corey and James Ofalt Punch Each Other in the Dick Until One Submits Again, Again, Again",Comedy Sportz of Philadelphia,2026-09-14T22:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/owen-corey-and-james-ofalt-punch-each-other-in-the-dick-until-one-submits-again-again-again-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Socialism 101,Nikki Lopez,2026-09-14T22:30:00Z,charity-activism,https://do215.com/events/2026/9/14/socialism-101-tickets,1,周一,Weekday,Charity & Activism,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Creatures of the Deep,Yellow Bicycle Theater,2026-09-14T22:45:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/creatures-of-the-deep-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Masks Off,Roxborough Pocket Park,2026-09-14T23:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/masks-off-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,The Monday Night Jam Session hosted by Richard Hill Jr. and Friends,Black Squirrel Club,2026-09-14T23:00:00Z,music,https://do215.com/events/2026/9/14/the-monday-night-jam-session-hosted-by-richard-hill-jr-and-friends-tickets,1,周一,Weekday,Live Music,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Trivia w/ Philthy Phil,Morgan's Pier,2026-09-14T23:00:00Z,dj-parties,https://do215.com/events/2026/9/14/trivia-w-philthy-phil-tickets,1,周一,Weekday,DJ Parties,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=2,2,Piano – Alexander Pierok,Midnight & The Wicked,2026-09-14T23:00:00Z,arts-culture,https://do215.com/events/2026/9/14/piano-alexander-pierok-tickets,1,周一,Weekday,Arts & Culture,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,EF: Open Mic & Industry Night,Wissahickon Brewing Company,2026-09-14T23:30:00Z,food-drink,https://do215.com/events/2026/9/14/ef-open-mic-industry-night-tickets,1,周一,Weekday,Food & Drink,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,My Allowance,Queen Memorial Building,2026-09-14T23:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/my-allowance-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,BEHOLD! the angel clown show,Deep End Studios,2026-09-15T00:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/behold-the-angel-clown-show-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,Zoe Wohlfeld: Dog Funeral,Pig Iron Theatre Company,2026-09-15T00:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/zoe-wohlfeld-dog-funeral-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,Showcase Supreme,Claude's Comedy Club & Bar,2026-09-15T00:00:00Z,comedy,https://do215.com/events/2026/9/14/showcase-supreme-tickets,1,周一,Weekday,Comedy,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,Trans Rights and Bodily Autonomy PowerPoint Party,Nikki Lopez,2026-09-15T00:00:00Z,charity-activism,https://do215.com/events/2026/9/14/trans-rights-and-bodily-autonomy-powerpoint-party-tickets,1,周一,Weekday,Charity & Activism,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,The Philadelphia Experiment,Philadelphia Navy Yard,2026-09-15T00:05:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/the-philadelphia-experiment-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,Creatures of the Deep,Yellow Bicycle Theater,2026-09-15T00:45:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/creatures-of-the-deep-tickets-9edvama,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,A Midsummer Night’s Dream in a Bar,Plays and Players Skinner Studio,2026-09-15T01:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/a-midsummer-night-s-dream-in-a-bar-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,‘Sing Your Life’ Karaoke by Sara Sherr,The 700,2026-09-15T01:00:00Z,dj-parties,https://do215.com/events/2026/9/14/sing-your-life-karaoke-by-sara-sherr-tickets,1,周一,Weekday,DJ Parties,1,TRUE
2026-09-14,https://do215.com/events/2026/09/14?page=3,3,Brown Sister Twins,Pig Iron Theatre Company,2026-09-15T01:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/14/brown-sister-twins-tickets,1,周一,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,"Future Days Beer Go Big, Go Birds Giveaway",Future Days Beer,2026-08-26T16:00:00Z,food-drink,https://do215.com/events/2026/8/26/future-days-beer-go-big-go-birds-giveaway-tickets,2,周二,Weekday,Food & Drink,7,FALSE
2026-09-15,https://do215.com/events/2026/09/15,1,Claude's Comedy Club: Laugh Pass,Claude's Comedy Club & Bar,2026-09-15T21:00:00Z,comedy,https://do215.com/events/2026/9/15/claudes-comedy-laugh-pass-tickets,2,周二,Weekday,Comedy,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Circa Survive,The Fillmore,2026-09-15T23:30:00Z,music,https://do215.com/events/2026/9/15/circa-survive-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Iron Maiden: Run For Your Lives World Tour 2026,Hershey Park Stadium,2026-09-15T23:15:00Z,music,https://do215.com/events/2026/9/15/iron-maiden-run-for-your-lives-world-tour-2026-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Rufus Wainwright,City Winery,2026-09-15T23:30:00Z,music,https://do215.com/events/2026/9/15/rufus-wainwright-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Wax + DJ Hoppa with Grieves,The Foundry,2026-09-16T00:00:00Z,music,https://do215.com/events/2026/9/15/wax-dj-hoppa-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Nai Palm (of Hiatus Kaiyote),Ardmore Music Hall,2026-09-15T23:30:00Z,music,https://do215.com/events/2026/9/15/nai-palm-of-hiatus-kaiyote-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Cardinals,Johnny Brenda's,2026-09-16T00:00:00Z,music,https://do215.com/events/2026/9/15/cardinals-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Davy Knowles,Elkton Music Hall,2026-09-15T23:00:00Z,music,https://do215.com/events/2026/9/15/davy-knowles-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Fall: Beginner I (1A) In Person,The German Society of Pennsylvania,2026-09-15T22:00:00Z,arts-culture,https://do215.com/events/2026/9/15/fall-beginner-i-1a-in-person-tickets,2,周二,Weekday,Arts & Culture,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Fall: Intermediate II (2B) In Person,The German Society of Pennsylvania,2026-09-15T22:00:00Z,arts-culture,https://do215.com/events/2026/9/15/fall-intermediate-ii-2b-in-person-tickets,2,周二,Weekday,Arts & Culture,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Justin Hayward,Keswick Theatre,2026-09-16T00:00:00Z,music,https://do215.com/events/2026/9/15/justin-hayward-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,PRESIDENT: North American Campaign 2026,Theater of the Living Arts,2026-09-15T23:30:00Z,music,https://do215.com/events/2026/9/15/president-north-american-campaign-2026-tickets-8akdpw0,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Grace Cummings,MilkBoy,2026-09-16T00:00:00Z,music,https://do215.com/events/2026/9/15/grace-cummings-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Galactic Empire,Nikki Lopez,2026-09-15T23:00:00Z,music,https://do215.com/events/2026/9/15/galactic-empire-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,PRESIDENT: North American Campaign 2026,Theatre of Living Arts,2026-09-15T23:30:00Z,music,https://do215.com/events/2026/9/15/president-north-american-campaign-2026-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Troy Hawke,Helium Comedy Club,2026-09-15T23:30:00Z,comedy,https://do215.com/events/2026/9/15/troy-hawke-tickets,2,周二,Weekday,Comedy,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Tickle Me Tuesdays,Punch Line,2026-09-15T23:30:00Z,comedy,https://do215.com/events/2026/9/15/tickle-me-tuesdays-tickets,2,周二,Weekday,Comedy,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Rep. Tarik Khan and Rep. Mary Jo Daley Town Hall with Guest Speaker from the Holocaust Awareness Museum and Education Center,The Fallser Club,2026-09-15T22:00:00Z,music,https://do215.com/events/2026/9/15/rep-tarik-khan-and-rep-mary-jo-daley-town-hall-with-guest-speaker-from-the-holocaust-awareness-museum-and-education-center-ticke,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,The Jason Blythe Band,Chris' Jazz Cafe,2026-09-15T23:30:00Z,music,https://do215.com/events/2026/9/15/the-jason-blythe-band-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Kanii,Brooklyn Bowl Philadelphia,2026-09-16T00:00:00Z,music,https://do215.com/events/2026/9/15/kanii-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,The Jason Blythe Band,Chris' Jazz Cafe,2026-09-16T01:00:00Z,music,https://do215.com/events/2026/9/15/the-jason-blythe-band-tickets-ebnzy3d,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Inner Light Aura Pop-Up,Claude's Comedy Club & Bar,2026-09-15T20:30:00Z,comedy,https://do215.com/events/2026/9/15/inner-light-aura-pop-up-tickets,2,周二,Weekday,Comedy,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,Bartram’s Garden Photo Exhibit at Studio 34,Studio 34,2026-09-15T21:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/bartram-s-garden-photo-exhibit-at-studio-34-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15,1,The Easy Way,Asian Arts Initiative Black Box Theater,2026-09-15T22:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/the-easy-way-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Wherever You Are,Roxborough Pocket Park,2026-09-15T23:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/wherever-you-are-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,John Miller Giltner’s A Christmas Carol,Asian Arts Initiative Found Spaces,2026-09-15T23:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/john-miller-giltner-s-a-christmas-carol-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Dickie Dickie Dicky Donnie,Asian Arts Initiative Third Floor,2026-09-15T23:15:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/dickie-dickie-dicky-donnie-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,The Holy Fool,The Gym at Impact Services,2026-09-15T23:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/the-holy-fool-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Through the Griffin TOUR: Hosted by the Super Carlin Brothers,City Winery,2026-09-15T23:30:00Z,music,https://do215.com/events/2026/9/15/through-the-griffin-tour-hosted-by-the-super-carlin-brothers-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Country Oke,Secondhand Ranch,2026-09-15T23:30:00Z,music,https://do215.com/events/2026/9/15/country-oke-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Sababa 5 w/ DJ FUZZYTOWN,PhilaMOCA,2026-09-16T00:00:00Z,music,https://do215.com/events/2026/9/15/sababa-5-tickets,2,周二,Weekday,Live Music,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,audiOhm Sound Bath,Studio 34,2026-09-16T00:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/audiohm-sound-bath-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,1A Clown’s Way: A Clown’s Guide to Falling in Line,Asian Arts Initiative Black Box Theater,2026-09-16T00:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/1a-clown-s-way-a-clown-s-guide-to-falling-in-line-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,The Incel of the Basement,Queer House,2026-09-16T00:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/the-incel-of-the-basement-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Clowncuterie 2026,Pig Iron Theatre Company,2026-09-16T00:30:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/clowncuterie-2026-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,The Suppliants,Asian Arts Initiative Third Floor,2026-09-16T00:45:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/the-suppliants-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Roots of Happiness: Elders Health & Wellness Services,Bok Building,2026-09-15T12:00:00Z,arts-culture,https://do215.com/events/2026/9/15/roots-of-happiness-elders-health-wellness-services-tickets,2,周二,Weekday,Arts & Culture,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Let Freedom Ring,Cherry Street Pier,2026-09-15T13:00:00Z,theatre-performing-arts,https://do215.com/events/2026/9/15/let-freedom-ring-tickets,2,周二,Weekday,Theatre & Performing Arts,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Sprouts,Schuylkill Center,2026-09-15T13:30:00Z,arts-family,https://do215.com/events/2026/9/15/sprouts-tickets,2,周二,Weekday,Family & Kids,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Tai Chi for Beginners,FDR Park,2026-09-15T14:00:00Z,outdoors,https://do215.com/events/2026/9/15/tai-chi-for-beginners-tickets,2,周二,Weekday,Sports & Fitness,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Toddler Time,FDR Park,2026-09-15T14:30:00Z,outdoors,https://do215.com/events/2026/9/15/toddler-time-not-free-tickets,2,周二,Weekday,Sports & Fitness,1,TRUE
2026-09-15,https://do215.com/events/2026/09/15?page=2,2,Teacher Tuesdays,Dave & Buster's - Franklin Mills,2026-09-15T15:00:00Z,food-drink,https://do215.com/events/2026/9/15/teacher-tuesdays-tickets,2,周二,Weekday,Food & Drink,1,TRUE
